symbol	isin	name	sector	industry	country	EPSTRENDGR	EnSolde2	DCF	TTMFCFSHR	A1FCF	TTMDIVSHR	ADIVSHR	FOCF_AYr5CAGR	FOCF5Y	__nprice	NetDebtShr	tmp
UVV	US9134561094	UNIVERSAL CORP	Consumer/Non-Cyclical	Tobacco (NEC)	United States (USA)	5,79	-26,00	39,20	2,08	184687000	3,24	3,23		1,00	52,95	42,63	7,99
